Date,Consolidated,Description,Catgory 1,Category 2,Category 3,Debit,Credit,Balance,DR/CR
5/1/2022,"MyCar Tyre & Auto /Expense/Transport/Car Insurance, Rego & Maintenance",MyCar Tyre & Auto ,Expense,Transport,"Car Insurance, Rego & Maintenance",130,0,5033,DR
5/1/2022,South East Water /Expense/Household/Utilities,South East Water ,Expense,Household,Utilities,171,0,4862,DR
6/1/2022,Coles Express /Expense/Transport/Fuel,Coles Express ,Expense,Transport,Fuel,116,0,4746,DR
6/1/2022,Liquorland /Expense/Leisure & Lifestyle/Alcohol,Liquorland ,Expense,Leisure & Lifestyle,Alcohol,467,0,4279,DR
7/1/2022, Commonwealth Bank /Expense/Household/Rent & Mortgage, Commonwealth Bank ,Expense,Household,Rent & Mortgage,13,0,4266,DR
9/1/2022,"Spotify /Expense/Leisure & Lifestyle/Tv, Music & Streaming",Spotify ,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",348,0,3918,DR
10/1/2022,Local Hospital /Expense/Personal/Health & Medical,Local Hospital ,Expense,Personal,Health & Medical,186,0,3732,DR
10/1/2022,BrewDog /Expense/Leisure & Lifestyle/Alcohol,BrewDog ,Expense,Leisure & Lifestyle,Alcohol,14,0,3718,DR
12/1/2022,T2 Tea /Expense/Personal/Fitness & Wellbeing,T2 Tea ,Expense,Personal,Fitness & Wellbeing,39,0,3679,DR
12/1/2022,Goodstart Early Learning /Expense/Personal/Children & Family,Goodstart Early Learning ,Expense,Personal,Children & Family,82,0,3597,DR
12/1/2022,"Bridgestone Select /Expense/Transport/Car Insurance, Rego & Maintenance",Bridgestone Select ,Expense,Transport,"Car Insurance, Rego & Maintenance",133,0,3464,DR
12/1/2022,Camp Australia /Expense/Leisure & Lifestyle/Hobbies,Camp Australia ,Expense,Leisure & Lifestyle,Hobbies,141,0,3323,DR
12/1/2022,ABC Reading Eggs /Expense/Personal/Education,ABC Reading Eggs ,Expense,Personal,Education,80,0,3243,DR
13/1/2022,CommSec Share Trading Gains /Income/Income/Investments,CommSec Share Trading Gains ,Income,Income,Investments,128,0,3115,DR
13/1/2022,Crown Perth /Expense/Leisure & Lifestyle/Pubs & Bars,Crown Perth ,Expense,Leisure & Lifestyle,Pubs & Bars,110,0,3005,DR
13/1/2022,Eat Street Northshore /Expense/Leisure & Lifestyle/Pubs & Bars,Eat Street Northshore ,Expense,Leisure & Lifestyle,Pubs & Bars,107,0,2898,DR
13/1/2022,PayPal Transfer from Sale /Income/Income/Other Income,PayPal Transfer from Sale ,Income,Income,Other Income,282,0,2616,DR
14/1/2022,EnergyAustralia /Expense/Household/Utilities,EnergyAustralia ,Expense,Household,Utilities,153,0,2463,DR
14/1/2022,AustralianSuper Pension /Income/Income/Other Income,AustralianSuper Pension ,Income,Income,Other Income,70,0,2393,DR
14/1/2022,Scouts Australia /Expense/Leisure & Lifestyle/Hobbies,Scouts Australia ,Expense,Leisure & Lifestyle,Hobbies,116,0,2277,DR
14/1/2022,Local Fish and Chips /Expense/Leisure & Lifestyle/Takeaway,Local Fish and Chips ,Expense,Leisure & Lifestyle,Takeaway,153,0,2124,DR
16/1/2022,Bulk Billing Doctor /Expense/Personal/Health & Medical,Bulk Billing Doctor ,Expense,Personal,Health & Medical,156,0,1968,DR
16/1/2022,Toys 'R' Us /Expense/Personal/CHildren & Family,Toys 'R' Us ,Expense,Personal,CHildren & Family,192,0,1776,DR
16/1/2022,T2 Tea /Expense/Personal/Fitness & Wellbeing,T2 Tea ,Expense,Personal,Fitness & Wellbeing,174,0,1602,DR
17/1/2022,Zarraffa's Coffee /Expense/Leisure & Lifestyle/Restaurants & Cafes,Zarraffa's Coffee ,Expense,Leisure & Lifestyle,Restaurants & Cafes,13,0,1589,DR
18/1/2022,VetLove /Expense/Household/Pets,VetLove ,Expense,Household,Pets,88,0,1501,DR
18/1/2022, Slater and Gordon Lawyers /Expense/Personal/Life Admin, Slater and Gordon Lawyers ,Expense,Personal,Life Admin,147,0,1354,DR
18/1/2022,Endota Spa /Expense/Personal/Fitness & Wellbeing,Endota Spa ,Expense,Personal,Fitness & Wellbeing,38,0,1316,DR
18/1/2022,Grill’d /Expense/Leisure & Lifestyle/Takeaway,Grill’d ,Expense,Leisure & Lifestyle,Takeaway,23,0,1293,DR
18/1/2022,Swim Australia /Expense/Personal/Fitness & Wellbeing,Swim Australia ,Expense,Personal,Fitness & Wellbeing,80,0,1213,DR
19/1/2022,Woolworths /Expense/Household/Groceries,Woolworths ,Expense,Household,Groceries,98,0,1115,DR
19/1/2022,Medicare Claim /Expense/Personal/Health & Medical,Medicare Claim ,Expense,Personal,Health & Medical,91,0,1024,DR
20/1/2022,Sydney Water /Expense/Household/Utilities,Sydney Water ,Expense,Household,Utilities,23,0,1001,DR
21/1/2022,McDonald’s /Expense/Leisure & Lifestyle/Takeaway,McDonald’s ,Expense,Leisure & Lifestyle,Takeaway,86,0,915,DR
21/1/2022,Uber /Expense/Transport/Taxies & Share Cars,Uber ,Expense,Transport,Taxies & Share Cars,86,0,829,DR
22/1/2022,McDonald’s /Expense/Leisure & Lifestyle/Takeaway,McDonald’s ,Expense,Leisure & Lifestyle,Takeaway,48,0,781,DR
22/1/2022,Dymocks /Expense/Leisure & Lifestyle/Hobbies,Dymocks ,Expense,Leisure & Lifestyle,Hobbies,54,0,727,DR
22/1/2022,The Ivy /Expense/Leisure & Lifestyle/Pubs & Bars,The Ivy ,Expense,Leisure & Lifestyle,Pubs & Bars,64,0,663,DR
22/1/2022,"Budget Direct Car Insurance /Expense/Transport/Car Insurance, Rego & Maintenance",Budget Direct Car Insurance ,Expense,Transport,"Car Insurance, Rego & Maintenance",16,0,647,DR
25/1/2022,Acupuncture Clinic /Expense/Personal/Health & Medical,Acupuncture Clinic ,Expense,Personal,Health & Medical,12,0,635,DR
26/1/2022,"Disney+ /Expense/Leisure & Lifestyle/Tv, Music & Streaming",Disney+ ,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",45,0,590,DR
26/1/2022,"Harvey Norman /Expense/Household/Furniture, Electronics & Homewares",Harvey Norman ,Expense,Household,"Furniture, Electronics & Homewares",42,0,548,DR
28/1/2022, Jim's Mowing /Expense/Household/Maintenance & Improvements, Jim's Mowing ,Expense,Household,Maintenance & Improvements,43,0,505,DR
1/2/2022,Monthly Income,Monthly Income,Income,Income,Wages,0,6000,6505,CR
2/2/2022,Café Nero /Expense/Leisure & Lifestyle/Restaurants & Cafes,Café Nero ,Expense,Leisure & Lifestyle,Restaurants & Cafes,278,0,6227,DR
3/2/2022,Hungry Jack’s /Expense/Leisure & Lifestyle/Takeaway,Hungry Jack’s ,Expense,Leisure & Lifestyle,Takeaway,520,0,5707,DR
4/2/2022,Child Support Agency Deposit /Income/Income/Other Income,Child Support Agency Deposit ,Income,Income,Other Income,248,0,5459,DR
4/2/2022, Slater and Gordon Lawyers /Expense/Personal/Life Admin, Slater and Gordon Lawyers ,Expense,Personal,Life Admin,461,0,4998,DR
5/2/2022,Lorna Jane /Expense/Personal/Clothing & Accessories,Lorna Jane ,Expense,Personal,Clothing & Accessories,216,0,4782,DR
7/2/2022,Freedom Furniture /Expense/Household/Maintenance & Improvements,Freedom Furniture ,Expense,Household,Maintenance & Improvements,221,0,4561,DR
7/2/2022,Fernwood Fitness /Expense/Personal/Fitness & Wellbeing,Fernwood Fitness ,Expense,Personal,Fitness & Wellbeing,74,0,4487,DR
8/2/2022,Quay Restaurant /Expense/Leisure & Lifestyle/Pubs & Bars,Quay Restaurant ,Expense,Leisure & Lifestyle,Pubs & Bars,303,0,4184,DR
9/2/2022,Lorna Jane /Expense/Personal/Clothing & Accessories,Lorna Jane ,Expense,Personal,Clothing & Accessories,108,0,4076,DR
11/2/2022,KU Children's Services /Expense/Personal/Children & Family,KU Children's Services ,Expense,Personal,Children & Family,10,0,4066,DR
12/2/2022,VetLove /Expense/Household/Pets,VetLove ,Expense,Household,Pets,203,0,3863,DR
15/2/2022,"Audible /Expense/Leisure & Lifestyle/Tv, Music & Streaming",Audible ,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",350,0,3513,DR
16/2/2022,Petbarn /Expense/Household/Pets,Petbarn ,Expense,Household,Pets,335,0,3178,DR
18/2/2022,Australian Veterinary Association /Expense/Household/Pets,Australian Veterinary Association ,Expense,Household,Pets,142,0,3036,DR
18/2/2022,Interest Payment from Commonwealth Bank /Income/Income/Investments,Interest Payment from Commonwealth Bank ,Income,Income,Investments,46,0,2990,DR
19/2/2022,Scouts Australia /Expense/Leisure & Lifestyle/Hobbies,Scouts Australia ,Expense,Leisure & Lifestyle,Hobbies,287,0,2703,DR
20/2/2022,Centrelink JobSeeker Payment /Income/Income/Other Income,Centrelink JobSeeker Payment ,Income,Income,Other Income,39,0,2664,DR
22/2/2022,The Brisbane Hotel /Expense/Leisure & Lifestyle/Pubs & Bars,The Brisbane Hotel ,Expense,Leisure & Lifestyle,Pubs & Bars,257,0,2407,DR
22/2/2022,CommSec Share Trading Gains /Income/Income/Investments,CommSec Share Trading Gains ,Income,Income,Investments,68,0,2339,DR
24/2/2022,Optus /Expense/Personal/Mobile Phone,Optus ,Expense,Personal,Mobile Phone,22,0,2317,DR
24/2/2022,Dymocks /Expense/Leisure & Lifestyle/Hobbies,Dymocks ,Expense,Leisure & Lifestyle,Hobbies,145,0,2172,DR
24/2/2022, Ray White Real Estate /Expense/Personal/Life Admin, Ray White Real Estate ,Expense,Personal,Life Admin,181,0,1991,DR
25/2/2022,Grill’d /Expense/Leisure & Lifestyle/Takeaway,Grill’d ,Expense,Leisure & Lifestyle,Takeaway,61,0,1930,DR
26/2/2022,Costco /Expense/Household/Groceries,Costco ,Expense,Household,Groceries,125,0,1805,DR
26/2/2022,National Hearing Care /Expense/Personal/Health & Medical,National Hearing Care ,Expense,Personal,Health & Medical,34,0,1771,DR
27/2/2022,Microsoft 365 /Expense/Personal/Education,Microsoft 365 ,Expense,Personal,Education,71,0,1700,DR
27/2/2022,Child Support Agency Deposit /Income/Income/Other Income,Child Support Agency Deposit ,Income,Income,Other Income,155,0,1545,DR
28/2/2022,Eau De Vie /Expense/Leisure & Lifestyle/Pubs & Bars,Eau De Vie ,Expense,Leisure & Lifestyle,Pubs & Bars,49,0,1496,DR
1/3/2022,Monthly Income,Monthly Income,Income,Income,Wages,0,6000,7496,CR
2/3/2022,Music Academy /Expense/Leisure & Lifestyle/Hobbies,Music Academy ,Expense,Leisure & Lifestyle,Hobbies,477,0,7019,DR
2/3/2022,Quay Restaurant /Expense/Leisure & Lifestyle/Pubs & Bars,Quay Restaurant ,Expense,Leisure & Lifestyle,Pubs & Bars,558,0,6461,DR
3/3/2022,KU Children's Services /Expense/Personal/Children & Family,KU Children's Services ,Expense,Personal,Children & Family,12,0,6449,DR
3/3/2022,Campion Education /Expense/Personal/Children & Family,Campion Education ,Expense,Personal,Children & Family,291,0,6158,DR
4/3/2022,Menulog /Expense/Leisure & Lifestyle/Takeaway,Menulog ,Expense,Leisure & Lifestyle,Takeaway,533,0,5625,DR
5/3/2022,Cookie /Expense/Leisure & Lifestyle/Pubs & Bars,Cookie ,Expense,Leisure & Lifestyle,Pubs & Bars,85,0,5540,DR
6/3/2022,Kumon /Expense/Personal/Education,Kumon ,Expense,Personal,Education,277,0,5263,DR
7/3/2022,Gardening Australia /Expense/Household/Maintenance & Improvements,Gardening Australia ,Expense,Household,Maintenance & Improvements,174,0,5089,DR
8/3/2022,AGL Energy /Expense/Household/Utilities,AGL Energy ,Expense,Household,Utilities,325,0,4764,DR
8/3/2022,Country Road /Expense/Personal/Clothing & Accessories,Country Road ,Expense,Personal,Clothing & Accessories,332,0,4432,DR
9/3/2022,Child Support Agency Deposit /Income/Income/Other Income,Child Support Agency Deposit ,Income,Income,Other Income,210,0,4222,DR
9/3/2022,Greencross Vets /Expense/Household/Pets,Greencross Vets ,Expense,Household,Pets,395,0,3827,DR
10/3/2022,Gold's Gym /Expense/Personal/Fitness & Wellbeing,Gold's Gym ,Expense,Personal,Fitness & Wellbeing,357,0,3470,DR
10/3/2022,Bunnings Warehouse /Expense/Household/Maintenance & Improvements,Bunnings Warehouse ,Expense,Household,Maintenance & Improvements,264,0,3206,DR
11/3/2022,City Beach /Expense/Personal/Clothing & Accessories,City Beach ,Expense,Personal,Clothing & Accessories,21,0,3185,DR
11/3/2022,Bunnings Warehouse /Expense/Household/Maintenance & Improvements,Bunnings Warehouse ,Expense,Household,Maintenance & Improvements,182,0,3003,DR
12/3/2022,Camp Australia /Expense/Leisure & Lifestyle/Hobbies,Camp Australia ,Expense,Leisure & Lifestyle,Hobbies,109,0,2894,DR
13/3/2022,Beachside Yoga Classes /Expense/Personal/Fitness & Wellbeing,Beachside Yoga Classes ,Expense,Personal,Fitness & Wellbeing,121,0,2773,DR
14/3/2022,"Ultra Tune /Expense/Transport/Car Insurance, Rego & Maintenance",Ultra Tune ,Expense,Transport,"Car Insurance, Rego & Maintenance",27,0,2746,DR
14/3/2022,Gold's Gym /Expense/Personal/Fitness & Wellbeing,Gold's Gym ,Expense,Personal,Fitness & Wellbeing,176,0,2570,DR
18/3/2022,Flight Centre /Expense/Leisure & Lifestyle/Holidays & Travel,Flight Centre ,Expense,Leisure & Lifestyle,Holidays & Travel,31,0,2539,DR
19/3/2022,Aqua Fun Park /Expense/Leisure & Lifestyle/Holidays & Travel,Aqua Fun Park ,Expense,Leisure & Lifestyle,Holidays & Travel,234,0,2305,DR
19/3/2022,TerryWhite Chemmart /Expense/Personal/Health & Medical,TerryWhite Chemmart ,Expense,Personal,Health & Medical,62,0,2243,DR
19/3/2022,Guzman y Gomez /Expense/Leisure & Lifestyle/Takeaway,Guzman y Gomez ,Expense,Leisure & Lifestyle,Takeaway,223,0,2020,DR
20/3/2022,Witchery /Expense/Personal/Clothing & Accessories,Witchery ,Expense,Personal,Clothing & Accessories,174,0,1846,DR
23/3/2022,Ladbrokes /Expense/Leisure & Lifestyle/Lottery & Gambling,Ladbrokes ,Expense,Leisure & Lifestyle,Lottery & Gambling,99,0,1747,DR
23/3/2022,School Locker /Expense/Personal/Children & Family,School Locker ,Expense,Personal,Children & Family,162,0,1585,DR
24/3/2022,Aqua Fun Park /Expense/Leisure & Lifestyle/Holidays & Travel,Aqua Fun Park ,Expense,Leisure & Lifestyle,Holidays & Travel,38,0,1547,DR
25/3/2022,Rental Deposit from RealEstate.com.au /Income/Income/Other Income,Rental Deposit from RealEstate.com.au ,Income,Income,Other Income,9,0,1538,DR
26/3/2022, BSA Ltd /Expense/Household/Maintenance & Improvements, BSA Ltd ,Expense,Household,Maintenance & Improvements,33,0,1505,DR
26/3/2022,Childcare Payments /Expense/Personal/Children & Family,Childcare Payments ,Expense,Personal,Children & Family,26,0,1479,DR
27/3/2022,Freedom Furniture /Expense/Household/Maintenance & Improvements,Freedom Furniture ,Expense,Household,Maintenance & Improvements,92,0,1387,DR
27/3/2022,Taronga Zoo /Expense/Leisure & Lifestyle/Entertainment,Taronga Zoo ,Expense,Leisure & Lifestyle,Entertainment,74,0,1313,DR
27/3/2022,Pathology Lab /Expense/Personal/Health & Medical,Pathology Lab ,Expense,Personal,Health & Medical,132,0,1181,DR
28/3/2022,Sydney Water /Expense/Household/Utilities,Sydney Water ,Expense,Household,Utilities,9,0,1172,DR
1/4/2022,Monthly Income,Monthly Income,Income,Income,Wages,0,6000,7172,CR
2/4/2022, Jim's Mowing /Expense/Household/Maintenance & Improvements, Jim's Mowing ,Expense,Household,Maintenance & Improvements,585,0,6587,DR
3/4/2022,Payday Advance /Income/Income/Other Income,Payday Advance ,Income,Income,Other Income,452,0,6135,DR
4/4/2022,Crown Perth /Expense/Leisure & Lifestyle/Pubs & Bars,Crown Perth ,Expense,Leisure & Lifestyle,Pubs & Bars,459,0,5676,DR
4/4/2022,The Baxter Inn /Expense/Leisure & Lifestyle/Pubs & Bars,The Baxter Inn ,Expense,Leisure & Lifestyle,Pubs & Bars,471,0,5205,DR
5/4/2022," The Good Guys /Expense/Household/Furniture, Electronics & Homewares", The Good Guys ,Expense,Household,"Furniture, Electronics & Homewares",239,0,4966,DR
6/4/2022,Pizza Hut /Expense/Leisure & Lifestyle/Takeaway,Pizza Hut ,Expense,Leisure & Lifestyle,Takeaway,70,0,4896,DR
7/4/2022,Mathnasium /Expense/Personal/Education,Mathnasium ,Expense,Personal,Education,87,0,4809,DR
7/4/2022,"Ultra Tune /Expense/Transport/Car Insurance, Rego & Maintenance",Ultra Tune ,Expense,Transport,"Car Insurance, Rego & Maintenance",436,0,4373,DR
9/4/2022,Caltex Woolworths /Expense/Transport/Fuel,Caltex Woolworths ,Expense,Transport,Fuel,186,0,4187,DR
10/4/2022,Mathnasium /Expense/Personal/Education,Mathnasium ,Expense,Personal,Education,183,0,4004,DR
10/4/2022,Payday Advance /Income/Income/Other Income,Payday Advance ,Income,Income,Other Income,325,0,3679,DR
12/4/2022,Soccer Clubs /Expense/Personal/Fitness & Wellbeing,Soccer Clubs ,Expense,Personal,Fitness & Wellbeing,230,0,3449,DR
13/4/2022,Sydney Water /Expense/Household/Utilities,Sydney Water ,Expense,Household,Utilities,289,0,3160,DR
14/4/2022,Child Support Agency Deposit /Income/Income/Other Income,Child Support Agency Deposit ,Income,Income,Other Income,74,0,3086,DR
14/4/2022,Zone Bowling /Expense/Leisure & Lifestyle/Entertainment,Zone Bowling ,Expense,Leisure & Lifestyle,Entertainment,289,0,2797,DR
15/4/2022,David Jones /Expense/Personal/Clothing & Accessories,David Jones ,Expense,Personal,Clothing & Accessories,152,0,2645,DR
15/4/2022,Decathlon /Expense/Personal/Fitness & Wellbeing,Decathlon ,Expense,Personal,Fitness & Wellbeing,104,0,2541,DR
16/4/2022,Spotlight /Expense/Leisure & Lifestyle/Hobbies,Spotlight ,Expense,Leisure & Lifestyle,Hobbies,84,0,2457,DR
17/4/2022,Microsoft 365 /Expense/Personal/Education,Microsoft 365 ,Expense,Personal,Education,8,0,2449,DR
18/4/2022,Coles /Expense/Household/Groceries,Coles ,Expense,Household,Groceries,156,0,2293,DR
18/4/2022,Dental Clinic /Expense/Personal/Health & Medical,Dental Clinic ,Expense,Personal,Health & Medical,155,0,2138,DR
19/4/2022,Optometrist /Expense/Personal/Health & Medical,Optometrist ,Expense,Personal,Health & Medical,111,0,2027,DR
19/4/2022,The Iconic /Expense/Personal/Clothing & Accessories,The Iconic ,Expense,Personal,Clothing & Accessories,41,0,1986,DR
19/4/2022,"NRMA Roadside Assistance /Expense/Transport/Car Insurance, Rego & Maintenance",NRMA Roadside Assistance ,Expense,Transport,"Car Insurance, Rego & Maintenance",141,0,1845,DR
20/4/2022,"Binge /Expense/Leisure & Lifestyle/Tv, Music & Streaming",Binge ,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",13,0,1832,DR
20/4/2022,Freedom Furniture /Expense/Household/Maintenance & Improvements,Freedom Furniture ,Expense,Household,Maintenance & Improvements,102,0,1730,DR
20/4/2022,Rental Deposit from RealEstate.com.au /Income/Income/Other Income,Rental Deposit from RealEstate.com.au ,Income,Income,Other Income,166,0,1564,DR
21/4/2022,"Foxtel /Expense/Leisure & Lifestyle/Tv, Music & Streaming",Foxtel ,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",55,0,1509,DR
21/4/2022,"The Good Guys /Expense/Household/Furniture, Electronics & Homewares",The Good Guys ,Expense,Household,"Furniture, Electronics & Homewares",111,0,1398,DR
21/4/2022,"VicRoads /Expense/Transport/Car Insurance, Rego & Maintenance",VicRoads ,Expense,Transport,"Car Insurance, Rego & Maintenance",135,0,1263,DR
21/4/2022,The Ivy /Expense/Leisure & Lifestyle/Pubs & Bars,The Ivy ,Expense,Leisure & Lifestyle,Pubs & Bars,97,0,1166,DR
24/4/2022,Crown Perth /Expense/Leisure & Lifestyle/Pubs & Bars,Crown Perth ,Expense,Leisure & Lifestyle,Pubs & Bars,71,0,1095,DR
24/4/2022,Jetts Fitness /Expense/Personal/Fitness & Wellbeing,Jetts Fitness ,Expense,Personal,Fitness & Wellbeing,110,0,985,DR
25/4/2022,Pathology Lab /Expense/Personal/Health & Medical,Pathology Lab ,Expense,Personal,Health & Medical,87,0,898,DR
27/4/2022, Jim's Mowing /Expense/Household/Maintenance & Improvements, Jim's Mowing ,Expense,Household,Maintenance & Improvements,44,0,854,DR
27/4/2022,Beacon Lighting /Expense/Household/Maintenance & Improvements,Beacon Lighting ,Expense,Household,Maintenance & Improvements,51,0,803,DR
1/5/2022,Monthly Income,Monthly Income,Income,Income,Wages,0,6000,6803,CR
2/5/2022,Little Athletics /Expense/Personal/Fitness & Wellbeing,Little Athletics ,Expense,Personal,Fitness & Wellbeing,59,0,6744,DR
2/5/2022,Guardian Childcare & Education /Expense/Personal/Children & Family,Guardian Childcare & Education ,Expense,Personal,Children & Family,469,0,6275,DR
2/5/2022, Metricon /Expense/Household/Maintenance & Improvements, Metricon ,Expense,Household,Maintenance & Improvements,211,0,6064,DR
4/5/2022,"Barbeques Galore /Expense/Household/Furniture, Electronics & Homewares",Barbeques Galore ,Expense,Household,"Furniture, Electronics & Homewares",468,0,5596,DR
6/5/2022,Café Nero /Expense/Leisure & Lifestyle/Restaurants & Cafes,Café Nero ,Expense,Leisure & Lifestyle,Restaurants & Cafes,64,0,5532,DR
6/5/2022,Fernwood Fitness /Expense/Personal/Fitness & Wellbeing,Fernwood Fitness ,Expense,Personal,Fitness & Wellbeing,6,0,5526,DR
7/5/2022,Mathnasium /Expense/Personal/Education,Mathnasium ,Expense,Personal,Education,545,0,4981,DR
9/5/2022,Snap Fitness /Expense/Personal/Fitness & Wellbeing,Snap Fitness ,Expense,Personal,Fitness & Wellbeing,185,0,4796,DR
9/5/2022,Freedom Furniture /Expense/Household/Maintenance & Improvements,Freedom Furniture ,Expense,Household,Maintenance & Improvements,213,0,4583,DR
9/5/2022,School Locker /Expense/Personal/Children & Family,School Locker ,Expense,Personal,Children & Family,15,0,4568,DR
