product_type,,,,,snapshot_date,available_credit,available_fum,transaction_id,,transaction_effective_date,transaction_amount,credit_debit_indicator,statement_description,high_level_transaction_purpose,mid_level_transaction_purpose,low_level_transaction_purpose,transaction_code,merchant_id,product_type_credit_card,snapshot_date_credit_card,statement_due_day,closing_balance,minimum_repayment_amount,previous_repayment_date,previous_repayment_amount
credit card,,,,,02-04-2024,820046.23,283031.74,589,,05-09-2023,6789.2,credit,eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices,curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus,porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet,ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed,225,8314,credit card,3/14/2024,6,711387.17,9824.69,12/14/2023,8410.01
transaction,,,,,7/14/2023,37036.49,598369.32,590,,09-10-2023,1390.38,debit,tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus,maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus,sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in,vestibulum proin eu mi nulla ac enim in tempor turpis,476,4174,credit card,03-08-2024,25,887804.8,9392.94,5/30/2023,9719.6
offset,,,,,2/14/2024,629164.85,13340.09,591,,9/13/2023,3652.87,debit,pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac,eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien,libero nullam sit amet turpis elementum ligula vehicula consequat morbi a,integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis,544,6852,credit card,03-10-2024,25,111671.08,8364.4,11-07-2023,8489.83
personal loan,,,,,09-06-2023,368951.84,601072.44,592,,5/16/2023,3653.29,debit,vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel,arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus,scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis,interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus,541,2027,credit card,4/18/2024,20,46341.47,6483.08,05-10-2023,4384.89
offset,,,,,7/20/2023,624233.37,40687.63,593,,6/29/2023,667.98,credit,neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit,mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus,sapien arcu sed augue aliquam erat volutpat in congue etiam,at turpis a pede posuere nonummy integer non velit donec,927,1258,credit card,02-12-2024,24,759971.3,8037.33,1/19/2024,8735.33
credit card,,,,,2/21/2024,588888.09,612743.86,594,,3/31/2024,4911.59,credit,mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus,curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu,tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra,morbi porttitor lorem id ligula suspendisse ornare consequat lectus in,647,2982,credit card,12-06-2023,3,873081.01,7386.2,05-01-2023,7446.44
home loan,,,,,11-08-2023,246699.93,924237.89,595,,4/16/2024,486.58,credit,id consequat in consequat ut nulla sed accumsan felis ut at dolor quis,consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo,metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla,227,9890,credit card,05-12-2023,10,575913.43,7592.41,8/26/2023,3555.53
home loan,,,,,12/27/2023,289235.52,777722.23,596,,10-08-2023,2566.89,debit,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat,vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero,ultrices phasellus id sapien in sapien iaculis congue vivamus metus,orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum,639,4345,credit card,5/25/2023,8,330723.04,4818.38,11/23/2023,9353.36
offset,,,,,6/30/2023,893838.1,987747.1,597,,8/31/2023,8527.27,credit,lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis,sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus,ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio,volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea,169,2913,credit card,04-11-2024,28,769628.52,7104.34,3/18/2024,1707.75
home loan,,,,,8/29/2023,357357.41,928391.82,598,,12-10-2023,6072.87,debit,magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor,mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor,hac habitasse platea dictumst etiam faucibus cursus urna ut tellus,rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus,770,5004,credit card,11/20/2023,6,481693.83,1287.15,5/19/2023,7195.74
transaction,,,,,12/30/2023,280352.22,416027.43,599,,03-06-2024,3985.7,credit,primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet,lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat,bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus,amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac,619,6748,credit card,2/16/2024,29,927687.08,1356.48,3/24/2024,6610.35
home loan,,,,,05-06-2023,569464.52,777405.44,600,,10/29/2023,7864.65,credit,sit amet erat nulla tempus vivamus in felis eu sapien cursus,adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy,hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien,ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,158,9641,credit card,07-02-2023,8,528055.14,4795.18,1/17/2024,7495.32
home loan,,,,,10/26/2023,846331.91,414947.71,601,,12-06-2023,9892.74,credit,quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris,nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum,facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget,diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed,587,1450,credit card,11-10-2023,30,475600.89,899.89,11/23/2023,6733.6
transaction,,,,,08-09-2023,526989.52,264926.35,602,,4/30/2023,1615.91,credit,pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus,interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est,adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin,vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor,924,2860,credit card,11-05-2023,3,288233.15,310.62,2/15/2024,5198.69
transaction,,,,,07-08-2023,725792.53,477605.59,603,,04-08-2024,7372.69,debit,adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum,luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus,eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,mauris lacinia sapien quis libero nullam sit amet turpis elementum,340,8991,credit card,06-08-2023,7,452832.69,1599.9,11-09-2023,3865.53
transaction,,,,,5/14/2023,824362.16,200818.17,604,,4/14/2024,5846.45,debit,nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem,quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit,nullam varius nulla facilisi cras non velit nec nisi vulputate,cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras,191,1483,credit card,7/31/2023,9,49311.34,3327.14,02-01-2024,5793.86
transaction,,,,,4/27/2024,840402.98,108033.47,605,,04-01-2024,4767.63,credit,mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue,non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet,semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan,tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer,550,8438,credit card,5/21/2023,30,176128.67,6341.5,10/26/2023,261.93
home loan,,,,,08-08-2023,952236.99,100293.95,606,,07-05-2023,7289.02,debit,dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros,lorem ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut,tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis,luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat,839,7507,credit card,2/18/2024,7,949084.14,1970.98,04-01-2024,676.9
home loan,,,,,7/23/2023,408132.42,579154.4,607,,10/16/2023,5447.85,debit,vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper,ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula,lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis,230,6041,credit card,05-12-2023,5,461259.48,4568.22,7/22/2023,4142.22
credit card,,,,,7/22/2023,829947.14,485111.74,608,,08-03-2023,5904.73,credit,fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat,rutrum nulla nunc purus phasellus in felis donec semper sapien,sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue,erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim,843,1641,credit card,10/22/2023,29,503380.3,5134.04,7/19/2023,3511.81
personal loan,,,,,5/21/2023,521928.06,414230.89,609,,4/23/2024,7653.28,debit,volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo,eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis,pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis,tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis,488,6251,credit card,12/30/2023,26,631288.28,842.09,04-10-2024,42.25
savings,,,,,08-06-2023,164622.36,264251.48,610,,12-06-2023,2251.75,debit,tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer,metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean,nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus,consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc,744,8496,credit card,2/20/2024,28,887573.51,458.75,10/28/2023,5192.96
offset,,,,,04-01-2024,911229,356899.43,611,,11-11-2023,1576.13,debit,augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante,ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit,sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi,ut odio cras mi pede malesuada in imperdiet et commodo vulputate,339,6439,credit card,2/13/2024,25,465927.5,8343.47,3/31/2024,9096.82
savings,,,,,01-09-2024,927138.27,984530.05,612,,12-08-2023,7951.99,debit,eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget,ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut,porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis,dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien,241,3095,credit card,06-11-2023,2,101335.83,8099.05,7/27/2023,3875.68
home loan,,,,,04-11-2024,159146.25,609697.46,613,,9/13/2023,3424.57,debit,augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent,platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris,semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam,luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet,415,3566,credit card,2/16/2024,22,738651.18,8041.79,04-07-2024,7619.67
home loan,,,,,02-09-2024,943538.28,889699.54,614,,4/24/2024,1731.19,debit,amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor,tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum,odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut,auctor sed tristique in tempus sit amet sem fusce consequat nulla,289,7642,credit card,4/30/2023,21,972758.94,2486.24,3/28/2024,3550.27
personal loan,,,,,03-03-2024,904402.63,251547.13,615,,4/13/2024,9681.64,credit,id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus,eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan,ut odio cras mi pede malesuada in imperdiet et commodo vulputate,sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi,567,3782,credit card,5/28/2023,2,752483.09,4098.83,7/18/2023,2216.2
credit card,,,,,1/28/2024,865346.73,639144.65,616,,10/31/2023,1718.42,debit,ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor,bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis,fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo,mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis,179,4996,credit card,1/27/2024,4,202378.64,2322.38,6/17/2023,1649.67
offset,,,,,10/27/2023,746923.89,159323.71,617,,11/17/2023,4119.5,credit,amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim,rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus,donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus,vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur,297,9629,credit card,01-11-2024,29,189249.09,2137.72,02-04-2024,5462.21
savings,,,,,02-05-2024,311007.12,579564.72,618,,5/20/2023,4651.92,debit,non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl,magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum,rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed,668,8198,credit card,4/13/2024,7,689288.67,5067.12,6/18/2023,5500.28
transaction,,,,,2/22/2024,410954.84,769757.76,619,,6/27/2023,8668.03,credit,vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna,vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci,vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue,donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed,875,9388,credit card,2/25/2024,15,408447.29,2669.64,2/16/2024,4935.11
